CID,n,rank,n_in,link_edge,ms,dg_1,dg_2,dg_3,dg_4,dg_in_1,dg_in_2,dg_in_3,dg_in_4,bd_in_2,bd_in_3,na_in_C4,na_in_N3,na_in_O2,na_ex_C4,na_ex_N3,na_ex_O2,C4_2_C4_2_1,C4_2_C4_2_2,C4_2_C4_3_1,C4_2_C4_3_2,C4_2_C4_4_1,C4_2_N3_2_1,C4_2_N3_2_2,C4_2_N3_3_1,C4_2_O2_2_1,C4_3_C4_3_1,C4_3_C4_3_2,C4_3_C4_4_1,C4_3_N3_2_1,C4_3_N3_2_2,C4_3_N3_3_1,C4_3_O2_2_1,C4_4_N3_2_1,C4_4_O2_2_1,N3_2_N3_2_1,link_edge_C4_2_C4_2_1,link_edge_C4_2_C4_2_2,link_edge_C4_2_C4_3_1,link_edge_C4_2_C4_3_2,link_edge_C4_2_C4_4_1,link_edge_C4_2_N3_2_1,link_edge_C4_2_N3_3_1,link_edge_C4_2_O2_2_1,link_edge_C4_3_C4_3_1,link_edge_C4_3_C4_4_1,link_edge_C4_3_N3_2_1,link_edge_C4_3_N3_3_1,link_edge_C4_3_O2_2_1,LeafAC_C4_C4_1,LeafAC_C4_C4_2,LeafAC_C4_O2_1,LeafAC_N3_C4_3,LeafAC_O2_C4_1,LeafAC_O2_C4_2,FC_1_C4_0_H1_1_/_1_/_0_0,FC_2_C4_0_/_/_0,FC_3_C4_0_H1_1_H1_1_/_1_1_/_0_0_0,FC_4_O2_0_/_/_0,FC_5_C4_0_O2_1_/_2_/_0_0,FC_6_N3_0_/_/_0,FC_7_C4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_8_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_9_N3_0_H1_1_/_1_/_0_0,FC_10_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_11_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_12_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_13_O2_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_14_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_15_C4_0_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_16_C4_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_17_C4_0_O2_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_18_C4_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_19_C4_0_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_20_C4_0_H1_1_H1_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_21_C4_0_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_22_C4_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_23_C4_0_H1_1_H1_1_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_24_C4_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_25_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,FC_26_O2_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_27_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_28_C4_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_29_C4_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0,FC_30_C4_0_O2_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_31_C4_0_C4_1_N3_2_/_1_3_/_0_0_0,FC_32_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_33_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_N3_2_/_1_1_1_1_1_3_/_0_0_0_0_0_0_0,FC_34_O2_0_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_35_O2_0_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_/_0_0_0_0_0_0_0,FC_36_C4_0_H1_1_H1_1_C4_1_H1_2_O2_2_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,CS_connecting_vertices_C4_2,CS_connecting_vertices_C4_3,CS_connecting_vertices_C4_4,CS_connecting_vertices_N3_2,CS_connecting_vertices_N3_3,CS_connecting_vertices_O2_2
Poly[1_1-cyclopentaneBis(4-phenyl)carbonate],0.314815,0.3,0.321429,0.2,0.559659,0,0.351351,0.25,0.5,0,0.378378,0.2,0.5,0.214286,0,0.307692,0,0.5,0,0,0.166667,0.3125,0.166667,0.285714,0.4,1,0,0,0,0,0,0,0.333333,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.666667,0,0,0,0,0,0.166667,0.235294,0.25,0.222222,0.5,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1
Poly(n-octylMethacrylate),0.185185,0,0.142857,0,0.160772,0,0.189189,0.05,0.5,0.5,0.189189,0.05,0,0,0,0.134615,0,0.25,0.5,0,0.166667,0.3125,0,0,0,1,0,0,0,0.333333,0,0,0.166667,0,0,0,0.166667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0.166667,0,0,0.333333,0.25,0.166667,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0
Poly(4-methoxy-2-methylStyrene),0.12963,0.1,0.107143,0,0.341116,0,0.0810811,0.2,0,0,0.135135,0.1,0,0.107143,0,0.115385,0,0,0.333333,0,0.166667,0.0625,0,0.214286,0.3,0,0,0,0,0,0.181818,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.166667,0,1,0,0,0,0.117647,0.05,0.0555556,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Poly(ethyleneAdipate),0.148148,0,0.142857,0.4,0.482315,0,0.189189,0.1,0,0,0.243243,0,0,0,0,0.115385,0,0.5,0,0,0.333333,0.25,0,0.142857,0,0,0,0,0,0.666667,0,0,0,0,0,0,0.333333,0,0,0,0.25,0,0.5,0,0,0,0,1,0,0,0,0,0.333333,0,0,0,0,0,0.333333,0,0,0.333333,0.5,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1
Poly(2-heptylAcrylate),0.148148,0,0.107143,0,0.192926,0,0.108108,0.15,0,0.5,0.135135,0.05,0,0,0,0.0961538,0,0.25,0.5,0,0.166667,0.125,0,0.214286,0,0,0,0,0,0,0.0909091,0,0,0,0,0,0.333333,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0.166667,0.0294118,0,0.166667,0.25,0.166667,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Polyphenolphthalein1,0.685185,0.6,0.642857,0.4,0.747206,0,0.621622,0.65,0.5,0,0.702703,0.5,0.5,0.535714,0,0.615385,0.333333,0.5,0,0,0.5,0.3125,0.5,0.714286,0.8,0,0,0,0,0,0.272727,0.25,0.5,0.666667,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,1,0,0.333333,0,0,0,0,0,0.5,0.588235,0.55,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(5-methyl-1-hexene),0.0555556,0,0.0357143,0,0,0,0.0540541,0.05,0,0.5,0.027027,0.05,0,0,0,0.0384615,0,0,0.5,0,0,0.0625,0,0.214286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.0294118,0,0.111111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Poly(2-n-butyl-1_4-butadiene),0.0740741,0,0.0714286,0.1,0.0643087,0,0.108108,0.05,0,0.5,0.0810811,0.05,0,0.0357143,0,0.0769231,0,0,0.333333,0,0,0.1875,0,0.142857,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.25,1,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0.0294118,0.05,0.166667,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poly(8-aminocaprylicAcid),0.111111,0,0.125,0.35,0.187781,0,0.189189,0.05,0,0,0.216216,0,0,0,0,0.115385,0.166667,0,0,0,0.166667,0.375,0,0.0714286,0,0,0.5,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0.375,0,0.25,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0.166667,0,0,0.388889,0,0.166667,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0
Polyquinoline2,0.87037,0.9,0.875,0.2,0.64785,0,0.864865,0.9,0,0,0.864865,0.9,0,0.892857,0,0.884615,0.333333,0.25,0,0,0,0.5625,0.916667,0.857143,0.8,0,0,0,0,0,0.909091,1,0,0.333333,0.5,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0,0,0,0,0,0.882353,0.9,0,0.25,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(m-phenyleneIsophthalate),0.259259,0.2,0.25,0.2,0.880534,0,0.243243,0.3,0,0,0.297297,0.2,0,0.214286,0,0.230769,0,0.5,0,0,0.333333,0.125,0.166667,0.285714,0.4,0,0,0,0,0,0.181818,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.666667,0,0,0,0,0,0.333333,0.235294,0.2,0,0.5,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1
Polyquinoline6,1,1,1,0.2,0.655669,0,1,1,0,0,1,1,0,1,0,1,0.333333,0.5,0,0,0,0.625,1,1,1,0,0,0,0,0,0.909091,1,0,0.333333,0.5,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.666667,0,0,0,0,0,0,1,1,0,0.5,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(2_5-dimethyl-p-xylylene),0.111111,0.1,0.107143,0.05,0.257235,0,0.0810811,0.2,0,0,0.135135,0.1,0,0.107143,0,0.115385,0,0,0.333333,0,0,0.0625,0,0.285714,0.2,0,0,0,0,0,0.0909091,0.25,0,0,0,0,0,0,0,0,0.0625,0,0.5,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.0588235,0.1,0.111111,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Poly(vinylN-hexylEther),0.0925926,0,0.0892857,0,0.0874598,0,0.135135,0.05,0,0.5,0.108108,0.05,0,0,0,0.0769231,0,0.25,0.333333,0,0,0.1875,0,0.142857,0,0,0,0,0,0.333333,0,0,0,0,0,0,0.166667,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0.0294118,0,0.222222,0.25,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Polyphenolphthalein5,0.851852,0.8,0.785714,0.4,0.712342,0,0.72973,0.8,1,0,0.837838,0.6,1,0.642857,0,0.769231,0.666667,0,0,0,0.666667,0.375,0.666667,0.857143,0.8,0,0,0,0,0,0.363636,0.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0.666667,0.705882,0.7,0,0,0.666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(2_5-dimethylStyrene),0.111111,0.1,0.107143,0,0.257235,0,0.0810811,0.2,0,0,0.135135,0.1,0,0.107143,0,0.115385,0,0,0.333333,0,0,0,0.0833333,0.357143,0.1,0,0,0,0,0,0.0909091,0.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.117647,0.05,0.0555556,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Polyoxyhexamethylene,0.0555556,0,0.0892857,0.25,0.115079,0,0.162162,0,0,0,0.162162,0,0,0,0,0.0769231,0,0.25,0,0,0,0.3125,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1
Poly(isopropylMethacrylate),0.0925926,0,0.0357143,0,0.275609,0,0.027027,0.05,0.5,0.5,0.027027,0.05,0,0,0,0.0192308,0,0.25,0.666667,0,0.166667,0,0,0,0,1,0,0,0,0,0,0,0.166667,0,0,0,0.166667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.166667,0,0,0.0555556,0,0.166667,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0
Poly(10-aminodecanoicAcid),0.148148,0,0.160714,0.45,0.151437,0,0.243243,0.05,0,0,0.27027,0,0,0,0,0.153846,0.166667,0,0,0,0.166667,0.5,0,0.0714286,0,0,0.5,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0.5,0,0.25,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0.166667,0,0,0.5,0,0.166667,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0
Poly(vinylFormal),0.0555556,0.1,0.0892857,0,0.385852,0,0.108108,0.1,0,0,0.108108,0.1,0,0,0,0.0576923,0,0.5,0,0,0,0,0,0.285714,0,0,0,0,0,0.666667,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235,0,0.166667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Poly(1-heptene),0.0555556,0,0.0535714,0,0,0,0.0810811,0.05,0,0.5,0.0540541,0.05,0,0,0,0.0576923,0,0,0.333333,0,0,0.125,0,0.214286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0.0294118,0,0.166667,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Polyphenolphthalein4,0.851852,0.8,0.785714,0.4,0.759858,0,0.72973,0.8,1,0,0.837838,0.6,1,0.642857,0,0.769231,0.333333,0.5,0,0,0.666667,0.375,0.666667,0.857143,0.8,0,0,0,0,0,0.363636,0.5,1,0.666667,0,0,0.333333,0,1,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0.666667,0.705882,0.7,0,0.5,0.666667,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(m-phenyleneIsophthalamide),0.259259,0.2,0.25,0.2,0.73955,0,0.243243,0.3,0,0,0.297297,0.2,0,0.214286,0,0.230769,0.333333,0,0,0,0.333333,0.125,0.166667,0.285714,0.4,0,0,0,0,0,0.181818,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0.333333,0.235294,0.2,0,0,0.333333,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0
Polyquinoline7,0.759259,0.8,0.767857,0.15,0.65939,0,0.756757,0.8,0,0,0.756757,0.8,0,0.785714,0,0.769231,0.333333,0.25,0,0,0,0.375,0.666667,1,1,0,0,0,0,0,0.636364,0.5,0,0.333333,0.5,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0.333333,0,0,0,0,0,0,0.764706,0.8,0,0.25,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly[3_5-(4-phenyl-1_2_4-triazole)-1_4-phenylene-3_5-(4-phenyl-1_2_4-triazole)-1_3-phenylene],0.555556,0.6,0.571429,0.1,0.724709,0,0.567568,0.6,0,0,0.567568,0.6,0,0.571429,0,0.5,1,0,0,0,0,0.375,0.5,0.428571,0.6,0,0,0,0,0,0.363636,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.529412,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(N-butylAcrylamide),0.0925926,0,0.0714286,0,0.213388,0,0.0810811,0.1,0,0.5,0.0810811,0.05,0,0,0,0.0576923,0.166667,0,0.333333,0,0.166667,0.0625,0,0.142857,0,0,0.5,0,0,0,0.0909091,0,0,0.166667,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0.166667,0.0294118,0,0.111111,0,0.166667,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Polyquinoline5,0.777778,0.8,0.785714,0.2,0.6806,0,0.783784,0.8,0,0,0.783784,0.8,0,0.785714,0,0.769231,0.333333,0.5,0,0,0,0.375,0.666667,1,1,0,0,0,0,0,0.545455,0.5,0,0.333333,0.5,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.666667,0,0,0,0,0,0,0.764706,0.8,0,0.5,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(vinyl2-ethylhexylEther),0.12963,0,0.0892857,0,0.0705321,0,0.108108,0.1,0,0.5,0.108108,0.05,0,0,0,0.0769231,0,0.25,0.666667,0,0,0.0625,0,0.285714,0,0,0,0,0,0.333333,0,0,0,0,0,0,0.166667,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.0294118,0,0.166667,0.25,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Poly(ethyleneSuccinate),0.111111,0,0.107143,0.3,0.643087,0,0.135135,0.1,0,0,0.189189,0,0,0,0,0.0769231,0,0.5,0,0,0.333333,0.125,0,0.142857,0,0,0,0,0,0.666667,0,0,0,0,0,0,0.333333,0,0,0,0.125,0,0.5,0,0,0,0,1,0,0,0,0,0.333333,0,0,0,0,0,0.333333,0,0,0.222222,0.5,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1
Polystyrene,0.0740741,0.1,0.107143,0,0.353698,0,0.135135,0.1,0,0,0.135135,0.1,0,0.107143,0,0.115385,0,0,0,0,0,0.125,0.166667,0.214286,0.1,0,0,0,0,0,0.0909091,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176471,0.05,0.0555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Poly(2-octylAcrylate),0.166667,0,0.125,0,0.175387,0,0.135135,0.15,0,0.5,0.162162,0.05,0,0,0,0.115385,0,0.25,0.5,0,0.166667,0.1875,0,0.214286,0,0,0,0,0,0,0.0909091,0,0,0,0,0,0.333333,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0.166667,0.0294118,0,0.222222,0.25,0.166667,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Poly(bisphenol-ATerephthalate),0.425926,0.3,0.375,0.3,0.634512,0,0.351351,0.4,0.5,0,0.432432,0.3,0,0.321429,0,0.365385,0,0.5,0.333333,0,0.333333,0.1875,0.25,0.428571,0.6,0,0,0,0,0,0.181818,0,0.333333,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.666667,0.333333,0,0,0,0,0.333333,0.352941,0.3,0,0.5,0.333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1
Poly(methylMethacrylate),0.0555556,0,0.0178571,0,0.385852,0,0,0.05,0.5,0.5,0,0.05,0,0,0,0.0192308,0,0,0.333333,0,0.333333,0,0,0,0,1,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.166667,0,1,0,0,0.166667,0,0,0.0555556,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0
Poly(ethylAcrylate),0.0555556,0,0.0357143,0,0.385852,0,0.027027,0.1,0,0.5,0.027027,0.05,0,0,0,0.0192308,0,0.25,0.333333,0,0.166667,0,0,0.142857,0,0,0,0,0,0,0.0909091,0,0,0,0,0,0.166667,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0.166667,0.0294118,0,0.0555556,0,0.166667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Poly(p-hydroxybenzoate),0.0925926,0.1,0.107143,0.05,0.880534,0,0.108108,0.15,0,0,0.135135,0.1,0,0.107143,0,0.0961538,0,0.25,0,0,0.166667,0.0625,0.0833333,0.142857,0.2,0,0,0,0,0,0.0909091,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.333333,0,0,0,0,0,0.166667,0.117647,0.1,0,0.25,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1
Poly(cyano-p-xylylene),0.111111,0.1,0.107143,0.05,0.563647,0,0.108108,0.15,0,0,0.135135,0.1,0,0.107143,0,0.115385,0,0,0.166667,1,0,0.125,0,0.214286,0.3,0,0,0,0,0,0.0909091,0,0,0,0,0,0,0,0,0,0.0625,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0882353,0.1,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.5,0,0,0,0
Poly(hexamethyleneAdipamide),0.222222,0,0.214286,0.6,0.247081,0,0.297297,0.1,0,0,0.351351,0,0,0,0,0.192308,0.333333,0,0,0,0.333333,0.5,0,0.142857,0,0,1,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0.5,0,0.5,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0.333333,0,0,0.555556,0,0.333333,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0
