CID,n,n_in,ms,dg_1,dg_2,dg_3,dg_4,dg_in_1,dg_in_2,dg_in_3,dg_in_4,dg_hyd_0,dg_hyd_1,dg_hyd_2,dg_hyd_3,bd_in_2,bd_in_3,na_in_C,na_in_N,na_in_O,na_ex_C,na_ex_N,na_ex_O,C2_C2_1,C2_C2_2,C2_C3_1,C2_C3_2,C2_C4_1,C2_N2_1,C2_N2_2,C2_N3_1,C2_O2_1,C3_C3_1,C3_C3_2,C3_C4_1,C3_N2_1,C3_N2_2,C3_N3_1,C3_O2_1,C4_C4_1,C4_O2_1,N2_N2_1,O2_O2_1,FC_C0_C1_C2/1/1,FC_C0_C1/1,FC_C0_O1/2,FC_C0_O1/1,FC_C0_N1/1,FC_C0_C1_O2/1/1,FC_C0_C1_C2_C2/1/1/1,FC_C0_C1_C1/1/1,FC_O0_C1_C2_O2/1/1/2,FC_C0_C1_O2_O2/1/1/2,FC_O0_C1_C2/1/1,FC_C0_C1_O2/1/2,FC_C0_O1_C2/1/1,FC_C0_C1_C2/1/2,FC_C0_C1_C1_O2/1/1/1,FC_C0_C1_C2_C2/2/1/1,FC_C0_O1_O1_C2/2/1/1,FC_C0_C1_C2_O2/1/1/2,FC_C0_C1_O1/1/2,FC_C0_C1_C1_C1/1/1/1,FC_C0_N1_C2_C2/1/1/1,FC_C0_C1/2,FC_C0_C1_C2_C2_O1/1/1/2/2,FC_N0_C1_C2_C1_C2/1/1/1/1,FC_C0_C1_C2/2/1,FC_C0_C1_C1/1/2,FC_C0_C1_C2_O2_O1_O1_C2/1/1/1/2/1/1,FC_C0_C1_C2_O1/1/2/2,FC_C0_C1_C2_C2_C2/1/1/1/1,FC_O0_C1_C2_C2_C2/1/1/1/1,FC_C0_C1_N2/1/3,FC_C0_C1_O1/1/1,FC_C0_C1_N2/1/1,FC_C0_O1_O1/1/2,FC_C0_C1_C2_C2/1/1/2,FC_C0_C1_C2_O1/1/1/2,FC_C0_C1_C1_O1/1/1/1,FC_C0_C1_C1_C2/1/1/1,FC_C0_C1_C2_C1_O2/1/1/1/2,FC_C0_N1/3,FC_C0_C1_C2_C1_O2_O2/1/1/1/1/2,FC_C0_C1_C2_O2/1/1/1,FC_C0_C1_N1_C2/1/1/1,FC_C0_C1_C2_O1_O1_C2/1/1/2/1/1,FC_C0_C1_C2_C1_C2_O2/1/1/1/1/2,FC_C0_C1_C1_C1_N1/1/1/1/1,FC_C0_C1_C2_O1_O1_C2/1/2/2/1/1,FC_C0_C1_C2_C2_C1_C2_O2/2/1/1/1/1/2,FC_C0_C1_C1_C2_C1_C2/1/1/1/1/1,FC_C0_C1_C2_O2_O1/1/1/1/2,FC_C0_C1_C2_O2_O1_C2/1/1/1/1/1,FC_C0_C1_C2_C1_O2/2/1/1/2,FC_C0_C1_C1_O1_O2/1/1/1/1,FC_C0_N1_C2/1/1,FC_C0_C1_C1_C2_C1_C2_C2_C2/1/2/1/1/1/1/1,FC_C0_C1_C1_N1/1/1/1,FC_N0_C1_O2/2/2,FC_C0_C1_C1_C1/1/1/2,FC_C0_C1_C2_C2_O2_C1_C2_O2/1/1/1/1/1/1/1,FC_C0_C1_C1_C1_O1/1/1/1/1,FC_C0_C1_C2_C1_O2_O1/1/1/1/1/1,FC_O0_C1_C2_C2_C1_C2_C2/1/1/1/1/1/1,FC_O0_C1_C2_O2_C1_C2_O2/1/1/2/1/1/2,FC_C0_C1_C2_C1_O2/1/1/1/1,FC_O0_C1_C2_C1_C2/1/1/1/1,FC_C0_N1_N2/1/1,FC_C0_C1_C2_C2_C1_O2/1/1/1/1/1,FC_N0_C1/1,FC_C0_C1_C2_C2_C1_C2_O2/1/1/1/1/1/2,FC_C0_C1_O1_C2/1/1/1,FC_C0_C1_C2_C1_N2/1/1/1/1,FC_C0_C1_C2_C2_O1/1/1/1/2,FC_O0_C1_C2_C2_C1_C2_O2/1/1/2/1/1/2,FC_O0_C1_C2_C1_C2_O2/1/2/1/1/2,FC_C0_O1_O2/1/1,FC_O0_C1_C2_C2_C1_C2_O2/1/1/1/1/1/2,FC_C0_C1_C1_C2_O1/1/1/2/1,FC_C0_C1_C2_O2_C1_C2_O2/1/1/2/1/1/2,FC_C0_C1_C2_C1_C2/1/1/1/1,FC_C0_C1_C1_C2/1/1/2,FC_C0_C1_C2_C2_O2_C1_C2_O2/1/1/1/1/1/1/2,FC_N0_C1_C2_C1_C2_C1_C2/1/1/1/1/1/1,FC_N0_C1_C2_O2/1/1/2,FC_O0_C1_C2_C2_C2_C1_C2_O2/1/1/1/1/1/1/2,FC_C0_C1_C1_N2/2/1/3
11239,0.016129,0,0,0,0,0,0,0,0,0,0,0,0.153846,0.0243902,0.285714,0,0,0,0,0,0.555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11240,0.016129,0,0,0,0,0,0,0,0,0,0,0.0769231,0,0.0487805,0.285714,0,0,0,0,0,0.555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11429,0.0322581,0.0185185,0.666667,0,0,0.111111,0,0,0,0,0,0,0.230769,0.0487805,0.142857,0,0,0.0196078,0,0,0.333333,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11583,0.0483871,0.037037,0.285714,0,0.0425532,0,0,0.5,0,0,0,0.153846,0,0.0731707,0.285714,0,0,0.0392157,0,0,0.444444,0,0.166667,0.030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11597,0.0322581,0.037037,0,0,0.0425532,0,0,0.5,0,0,0,0,0.0769231,0.097561,0.142857,0,0,0.0392157,0,0,0.444444,0,0,0.030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11610,0.0483871,0.0555556,0,0,0.0638298,0,0,0.5,0.02,0,0,0,0.0769231,0.121951,0.142857,0,0,0.0588235,0,0,0.444444,0,0,0.0606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11807,0.0322581,0,0.5,0,0,0,0,0,0,0,0,0.0769231,0.0769231,0.0487805,0.285714,0,0,0,0,0,0.444444,0.5,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12180,0.0483871,0.037037,0.571429,0,0.0212766,0.111111,0,0.5,0,0,0,0.230769,0,0.0487805,0.285714,0,0,0.0392157,0,0,0.333333,0,0.333333,0,0,0.0909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12348,0.0806452,0.0740741,0.444444,0,0.0851064,0,0,0.5,0.04,0,0,0.230769,0,0.097561,0.285714,0,0,0.0588235,0,0.25,0.444444,0,0.166667,0.0606061,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13143,0.0322581,0,0.333333,0,0,0,0,0,0,0,0,0.230769,0,0.0243902,0.285714,0,0,0,0,0,0.555556,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13165,0.0645161,0.0555556,0.75,0,0.0425532,0.111111,0,0.5,0.02,0,0,0.230769,0.153846,0.0731707,0,0,0,0.0392157,0,0.25,0.333333,0,0.333333,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13360,0.0806452,0.0555556,0.666667,0,0.0425532,0.111111,0,0.5,0.02,0,0,0.307692,0.0769231,0.0731707,0.142857,0,0,0.0392157,0,0.25,0.444444,0,0.333333,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13381,0.0967742,0.111111,0,0,0.12766,0,0,0.5,0.08,0,0,0,0.0769231,0.195122,0.142857,0,0,0.117647,0,0,0.444444,0,0,0.151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14260,0.16129,0.185185,0,0,0.212766,0,0,0.5,0.16,0,0,0,0.0769231,0.292683,0.142857,0,0,0.196078,0,0,0.444444,0,0,0.272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15600,0.0967742,0.111111,0,0,0.12766,0,0,0.5,0.08,0,0,0,0,0.195122,0.285714,0,0,0.117647,0,0,0.444444,0,0,0.151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15615,0.0483871,0.037037,0.285714,0,0.0425532,0,0,0.5,0,0,0,0.230769,0,0.0487805,0.285714,0,0,0.0392157,0,0,0.333333,1,0,0.030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17869,0.112903,0.0740741,0.454545,0,0.0638298,0.111111,0,0.5,0.04,0,0,0.384615,0,0.0731707,0.428571,0,0,0.0588235,0,0.25,0.555556,0.5,0.166667,0.030303,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25485,0.0967742,0.0740741,0.6,0,0.0425532,0.222222,0,0.5,0.04,0,0,0.153846,0.230769,0.0487805,0.428571,0,0,0.0588235,0,0.25,0.444444,0,0.333333,0,0,0.0909091,0,0,0,0,0,0.166667,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31241,0.0806452,0.0555556,0.222222,0,0.0425532,0.111111,0,0.5,0.02,0,0,0.0769231,0.153846,0.097561,0.285714,0,0,0.0588235,0,0,0.555556,0,0.166667,0.030303,0,0.0909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31256,0.0645161,0.0185185,0.5,0,0.0212766,0,0,0,0,0,0,0.230769,0.0769231,0.0243902,0.428571,0,0,0.0196078,0,0,0.555556,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31260,0.0322581,0.0185185,0.333333,0,0.0212766,0,0,0,0,0,0,0,0.153846,0.0487805,0.285714,0,0,0.0196078,0,0,0.444444,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31261,0.0483871,0.0185185,0.571429,0,0.0212766,0,0,0,0,0,0,0.307692,0,0.0243902,0.285714,0,0,0.0196078,0,0,0.444444,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31263,0.0806452,0.0555556,0.666667,0,0.0212766,0.222222,0,0.5,0.02,0,0,0.384615,0,0.0487805,0.285714,0,0,0.0392157,0,0.25,0.444444,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31272,0.0645161,0.0555556,0.5,0,0.0638298,0,0,0.5,0.02,0,0,0.230769,0,0.0731707,0.285714,0,0,0.0392157,0,0.25,0.444444,0,0.166667,0.030303,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31276,0.0806452,0.0555556,0.444444,0,0.0638298,0,0,0.5,0.02,0,0,0.230769,0.0769231,0.0487805,0.428571,0,0,0.0392157,0,0.25,0.555556,0,0.166667,0.030303,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31278,0.322581,0.351852,0.166667,0,0.382979,0.111111,0,0.5,0.34,0,0,0.230769,0,0.463415,0.285714,0,0,0.352941,0,0.25,0.444444,0,0.166667,0.454545,0,0.0909091,0,0,0,0,0,0.166667,0,0,0,0,0,0,0.125,0,0,0,0,0.5,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32611,0.145161,0.111111,0.615385,0,0.0851064,0.222222,0,0.5,0.08,0,0,0.153846,0.384615,0.0731707,0.428571,0,0,0.0784314,0,0.5,0.555556,0,0.333333,0,0,0.0909091,0,0,0,0,0,0.333333,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62695,0,0,0,0,0,0,0,0,0,0,0,0,0.153846,0,0.285714,0,0,0,0,0,0.444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75778,0.516129,0.574074,0.111111,0,0.638298,0.111111,0,0.5,0.58,0,0,0.230769,0,0.756098,0.285714,0,0,0.588235,0,0.25,0.444444,0,0.166667,0.818182,0,0.0909091,0,0,0,0,0,0.166667,0,0,0,0,0,0,0.125,0,0,0,0,0.5,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444972,0.0645161,0.037037,1,0,0.0425532,0,0,0.5,0,0,0,0.307692,0.307692,0,0,0.125,0,0.0392157,0,0,0.222222,0,0.666667,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445639,0.258065,0.277778,0.2,0,0.319149,0,0,0.5,0.26,0,0,0.153846,0.230769,0.341463,0.142857,0.125,0,0.294118,0,0,0.333333,0,0.333333,0.393939,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447466,0.016129,0.0185185,0.4,0,0.0212766,0,0,0,0,0,0,0.0769231,0.230769,0,0.142857,0,0,0.0196078,0,0,0.333333,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637517,0.258065,0.277778,0.2,0,0.319149,0,0,0.5,0.26,0,0,0.153846,0.230769,0.341463,0.142857,0.125,0,0.294118,0,0,0.333333,0,0.333333,0.393939,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637566,0.112903,0.0925926,0.181818,0,0.0851064,0.111111,0,0.5,0.06,0,0,0.153846,0.230769,0.0731707,0.428571,0.125,0,0.0980392,0,0,0.555556,0,0.166667,0.0606061,0,0.0909091,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638011,0.112903,0.0925926,0.181818,0,0.0851064,0.111111,0,0.5,0.06,0,0,0.230769,0.230769,0.0487805,0.428571,0.125,0,0.0980392,0,0,0.555556,0,0.166667,0.0606061,0,0.0909091,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638144,0.129032,0.111111,0.666667,0,0.0851064,0.222222,0,0.5,0.08,0,0,0.461538,0.153846,0.0487805,0.285714,0.125,0,0.0784314,0,0.5,0.444444,0,0.333333,0,0.25,0.181818,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643460,0.0645161,0.0555556,0.5,0,0.0638298,0,0,0.5,0.02,0,0,0.153846,0.384615,0,0.142857,0.125,0,0.0588235,0,0,0.333333,0,0.333333,0.030303,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643779,0.112903,0.0925926,0.181818,0,0.0851064,0.111111,0,0.5,0.06,0,0,0.230769,0.230769,0.0487805,0.428571,0.125,0,0.0980392,0,0,0.555556,0,0.166667,0.0606061,0,0.0909091,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
